Magic Word,Magic Power Level
"[,jo|hLNKiAm;R",1
#Q;`G\$Et4W}r~,0
.{{d{vd1|4FpF(,1
"Ncw""j#y}_{XK+m",0
;s7fra{NrTl;VZ,2
"wC""xP-u%#0_s^9",0
1l-h^i)9tEv3*2,2
U!hX5W+:-K]9TX,0
H3)wK@b$iX{5Yr,2
!aZ~lEC&C-rK1',0
d:&=k\+$n\)gsc,2
D?U`0x~Ufs_BAw,1
oYtS<eAZ(QS~G+,0
bpO(t]{oLlsFv9,2
XXS:]*<l}]NNt/,0
ZQuFVIaP~/VeRk,1
"Kf,d+yI]5%;e=>",1
9Aj-)gd9+KNK5d,1
*f6NIr1&aYmMu},2
Ee}7{r4Q+$hqFC,2
ac8U?RPPSTG~*$,0
m)~B@*)K\^YH?p,1
"CICX'?wwd/}i""9",1
EUB)V|`F:Y=eg$,0
Tu@ypo~Rg:D#$D,2
W/4cBaJ?JbKL/s,1
"B#3X;[.F,-f&f_",0
"mLgs?B""\5kpT(B",2
"Y,,_G4p[6M6G=t",0
y?^0R/SnASL`2Z,0
"G|,Nyajm0->.LG",1
Z[X\S~}8AJn`[V,0
"NY|YXKV""wBVMSz",0
6k<q~q;p%'rU~v,2
_(|ux0i%cgrb#J,2
3f7:0[iZn4<J6.,1
lfZj>E>q3=*u~c,2
Z'xp0GC(&DPf!o,1
"S/LvdHQe|"";II{",0
|a^^^%'C_eq&g4,1
GC}7t_UGAr&uq{,1
"I!""4>.pq%]7pST",1
:?}4H8dFoE1FxH,1
xxQW-R*6*Mw~9i,1
QIu7?ABTwf:FyS,1
_4dy@B>2?qYiEA,2
"99{?""ho3-zo_ax",2
\Eo~fc6pgcl>?>,2
+biCsMDeO[JwM_,1
"AYnaQ""NsXG;8nl",2
5@AE#(EXo75-n7,0
rG5[d-L]pO'7c.,1
lhuy&i+4apue?:,2
Fci<I#L7aNvXlq,1
XQjiXi@>t{SlBY,2
"kv*h?5yoL?\""oG",2
"""EEO}69bP9B7HN",0
"!wFoT9E"";-};HU",0
$8D[aUz/v]/nDL,2
;]Gdo5Ls[7*@[z,2
"Mg|v\,@Q\H6XVV",1
B3CN[mn]Sj~k6z,2
:LX[Oe7bB&\:~r,0
"_'6F6S@""}vi!X,",1
G=4o|l-hYoJ%'Z,1
"+%#[^Xe""E/h|ts",0
"Gx4,{UV8$,|D;/",0
4Y+eE~V5am*1|B,1
"i0c,fM(Lq\`b'h",2
%1+w4&/1}a-zWm,2
#^&96{2*CvwIG(,0
an|zyWN]vz3vK),2
`S'(6z`K3Z74'Y,0
4K)B$]7elL)-D',1
",4Bw]vY0oeL9fh",2
"^qT0P,>)i8>@Wi",2
]t5yW!]NFt}K5k,1
9Yb5B0W6K#cfV},0
oqpZJk@'-n?0Nv,2
'%xJHc%D(qekji,2
gmEgg\Z<#/}Oah,1
"|5*xJvVZQ,*12:",0
|?e-3rn<v]4i@a,2
z{z|QoXvW)tY#(,0
3CekRa2Qgw+=<X,2
;IsLD5`!u[os;z,2
"w8f|f8,QxgKI'0",2
"Q[?G8+m,wK2;>3",0
-+oI|v%[GA(Z%!,0
bju1vgKX?cNsn},2
psz_2#OU)==|1r,0
L41!4Wy:_xSYd?,1
E|.2R@7QM>Bv/z,1
"""|*uLe)Y-`P(7>",0
K5xE/o~I|>wz[/,1
hS=/;)<_qAGs7P,0
1-l$9HKImtS*Sn,2
"(,B!2U$?]1>bXd",1
?HAw<hH5.>!_\#,0
"s_HjmUA>K/,ss&",2
"""b~^98?C'H\W^m",0
/;I#N-MpoO;>2W,0
HKH)%n{A!k7|WA,0
~.%;T^I3V\:Tr\,0
Yva{|D/LH^0|XN,0
G{?1I?Yv:\l?mx,1
"\IMU,]|w)OiJWX",0
",U{[0u%i="".CpB",0
RPDaBZU`]2QbV),0
n+X.W>]Y2k5aI1,1
"u""!rW&>NF?+<@A",1
!1aS{n|pKdZ';|,1
6@U}9KeQTdhP=>,1
;]5F2lgn&(I|*Y,1
R<w3|aV'd+9^R1,1
2F6'D+Hj[+~lIa,1
XUN1^5f)llGZLW,0
tt'E?Hz+Jofx4E,2
or[\z|wlFS6_FR,2
rE\na/A^4u_)y>,2
SinG3F7#@(#`H;,0
!4T~.SI#&NCr'{,0
D5xvoz$?&bE.uw,2
"=g,KbyN|5_B$A&",1
ygK>'Rt)zs?Z.o,2
gd6s}}_Qjq9t9~,2
"Y<3""e&~@H|DzhW",1
Q0[vyFbhMYNXOl,1
WL(&c6bJUf+FiM,1
6u?wi+>f`Q}?nT,2
GL5F467T\nHNT},0
h_)s~B?snnMjEY,2
r1#SL69%+$*^K^,0
"|cUB9sZeNm~""6w",2
"$2vVo8%/jY:8,S",2
+^Pqy5_d^x^PSo,2
sm/j~jh?KI$SpJ,2
^r${S*S|WsHEX:,0
:hbe$ebg0k('OP,2
RAwPtZkRykrRt6,2
0j=:8)T(pJ#sq(,0
FrovyP#x#7CQTW,0
4pCA{Ce'}Q-~c@,1
N^+#mA)xZl5UDA,0
"~jC]9WWuK,zpSr",2
Ix6@]TK0~oC=E1,1
".U,2!z&7[?]!BW",0
X3):R#`tU=!<^1,0
"R:#+kk_|S0E""y%",0
Kt@9B2F8{`q&[},1
"G,E2<~-ExUaKn)",0
n'gt9sr=/q7us$,2
Pb6{AKEcNSx::t,1
LADZS=dK!&orI|,0
wfXal55mn2nxV$,2
&@6x`n/b(7/t:k,2
":J@d=px(""INg9S",2
"mp>""&d5aZ8sES}",2
|PP~by^G-]$P3q,1
6EYui)4g6}1zpW,2
4$N#)?e'^^&mNl,0
`!iE9)vzd[8zwm,2
*D&%5b~g`)swbW,2
",,.BSWg@e_p(b'",2
"GmKazvBKsVh9,'",2
"pY/{\ND""1-^&+S",0
:J;^;+_{#a*q]b,0
oH1P|Y>e@clTS:,2
oOKX7~h()77#-m,0
_`ByD72e74>+Gq,1
M%y__Y<NlZ^Cde,1
T_;S#A3'wr~]x1,0
~n0%!0jJ}F8A_p,1
":twBOr*Cp,\e:~",2
"<?^mz+Yx)!>y,\",1
#ekl0E7>85rqnR,1
"Cc=s,;eYLtdgOe",2
D)0\ZpD&If#DfS,0
!0raXSc%Cwvv;7,2
69H+`vIrK(/#d8,0
~=^\TBI?t).6py,0
GXLusoba0rc'.D,2
z;BYca%@%hz70n,2
R'SWZqjF4b{vXK,1
DnUVZ@f#>=PG-#,0
OF(+f)-/YdpXj7,1
A5a%%]oU&NO=C7,0
"'y""`eT9d""]6~eE",1
P{`JAVS2vE?N=v,0
ldS.#kza}3gmzP,2
k:*G7FU-llr1N>,1
JY)]\5\G_@VE`@,0
"[OWDJ30dT;""_2Y",0
EqH8ypp^aWzJ`&,2
xW336;U'SsQ.sJ,1
V77B7P8H`GeQ.G,0
^';/-2<Q\b$Z2H,0
@sBR;nL1EZqM'~,1
a`)6v0Dv&0T2Y5,1
.Tu`=6#]IGM@+V,0
":|wac=].""0w""8;",1
IT1[`<>;B62Dz?,0
2P(8s*G-Nv;T.k,1
w^mg$K0Zt0Wy4/,2
",+h2z7k}@UL05[",2
"0Tjml""T^pJW]oc",2
"F7k{bln%,A`1v3",2
571_/i3tAY>]]),0
u5yujE6HROJJV4,1
TXdIy4Buwe:3I_,2
.O|!`2+.A~2zz1,0
{X7Is^+dDO5B&|,0
|y^CnLY@gIY;50,1
@[#iJ{Z<\yPEB<,0
fPD^*XnSaua}`L,1
yTdV1/Te]NwPNP,1
F(6NU$[nS0|<3!,0
!@.5m$P=)tQ%~=,2
"""Y(Wh8-D{ukMi-",1
"mzzEk^""!>wMOoZ",2
eyg;#<j.?>j`bC,1
:h}l1D^qNsW%xI,2
^QrFi.0xjS%4sS,2
/<)0H^k.#6J4-A,0
(giyV&^IZltQ?!,2
3c2baxrRwlTSs[,2
b.e/ibZ)yG9nZ{,2
"^j%s<>g1|F0IK,",1
?YyRkonq2[Xi<F,2
"jMcQ7{W\Q5Zb1""",1
"NOIz5<b""7OG.pQ",0
"9MF,I;&ED()k0[",0
"k""<=N8yon6U%8%",2
"TSo'ZESv8(t,[D",0
xDjh^$clpbon2:,2
9/CdY}I(e4nYY},1
":U$q""q1*;+UGEB",1
w%SU(DD{XglI^N,0
-plE#ycOnNkswR,2
ef5+X#3'<+BMhP,0
~|s+RoXVGc2)Z=,0
"&14y-Yf`E""e.CK",1
x2bERIuL>1$!`W,1
b.C~i'@rmi9MVP,2
$iVlEeaXH*TW-g,2
0x-G2=k>rob#+(,0
e7`x[J8DOoRVg],1
}m`|EOk&tk?*.B,1
":-tmzXl80]jF*""",2
5kw`Ifeh|EQl2M,2
PTS1r.1q\YG}g#,0
"A[n[7,-P700Bnh",1
bdO>X|D|1;+8Ix,1
F^L<ny$}tl$\N),2
M>'qq`geDgi2z-,2
?!H~sf9i_\]6J0,1
"(^]S9<Ae,lC}$O",1
L7IDU./lw&'|U+,0
K2ccJhR?vIibk[,2
m6#9Ew5FvDcB@9,1
:.ZZpb$/SBlLo=,2
!2=.wi-0<qMk!d,2
s1Vi.[.?XP-G|d,0
`=LDXBL0pMhj39,1
sM8_N<^I]aw+}.,0
y{A.^.wNvV')P|,0
p+'K<FuR/Ql?BJ,0
"-`,Gi$,8MK^j0{",1
6P!8x89IBghE2v,2
tdWg+;DH+0Cm=s,2
!7kXzAfEt2geBh,2
W{/{g/[yRdc5\U,1
+*<D>>)Ci!)lxB,0
+b*MP[4bs~.[#1,0
=F9`P3NlS<`$@N,1
T(!('BvvOcW](k,1
|\4[y>V|\PZP}F,0
Z}/cZrYfr9tODA,2
kF*`~-&k}x6?iJ,1
fZ|@mcvi:Y?Co6,2
W))S>pTP*LO7UA,0
"peL,-C?hl9nwlC",2
B82j(p#C>@yIh4,1
u(&u^//6LcYR<v,1
H_VDS^0U1}K*&d,0
tZB#uw(9*{AxXS,0
HQASBe$>_kDP'{,0
MWSZ]`g/aq38*~,1
"VC(C,]3q%LY1O&",0
[D[-r9<!lo:5by,2
"KQ~EXENo"":ZYRp",0
c.q!=7%$;JeiYg,2
+xK_#;q.D-yN[v,0
Q/-PJ!p6Q]4!7<,0
D:/Jp`8xE6nSc`,1
"F.R""pf7[xz9Q*o",2
H}lma]&&(lB99D,1
_BO@He`T9@2S3H,1
"JLzuLSKhz&<""pd",2
axaQRG/lVux{Ww,2
o(!5gwRztrJ@|Y,2
9Y;(|9%bv0JFAm,1
^Jy47E[e~;ul]],1
b)ErqD5Sdri1+A,2
d^$5ao1XQ:do)J,2
"xaF^~w':f""IR%:",1
@8M^9BMy/?S|nJ,1
W0-f)6]#$[7.CR,0
qNH&2PzEM;i{=:,0
'=a|+4>Q9%.8'[,0
"zHm05-<=Fc""sje",2
w`haf&wFV<)4+E,2
B(5enL.r7v9j8W,2
8=A5?dM6}F5&{i,0
"9W^G[aVqlu""1HZ",1
:vJAG\stnEppHz,2
XGFN]B}vl/\_wN,0
"lD,JqO>YvD""U""Y",0
RlUJ?<[cun+}J1,1
"""|Rm_(6](}Dvx""",1
uyoK$I;+m2SMC>,2
"j:Lrsihq[""(Ia`",2
nY/7-5tUCYLLTq,0
"$Wz4K0}Im""$ivp",2
*3Q0t1!*wCqeoo,2
cvK42oOJFOX}Nu,1
+FgR!z!F7ElJ3D,0
g}rxTqU?:v=Kv{,2
"hu,j\e'n%19/G|",2
:9]Ko'~qCoAwfK,2
-C1Mh\rvdnQl|~,2
wS.32gZ*tMiz|L,2
"'y}!,uIy1*<w~]",1
@}wqGsGz+k=sK%,2
0CE7{7I{*|h;?{,0
ZHe;}JRz8-~R9X,0
S@/zw-'Cwfl&HW,2
>^Lv(vPBRJMwio,1
TJma/=GDu8MWx},1
"""ll8""B3y-)Df%3",2
v;_D6q%U!RsRuf,2
",;8}vil&KL!Z:Q",0
98RPi.xCA=75(Q,0
9#7rUL;67Ee*(H,0
Faq?p3^SW]IkGq,2
"b!m#Jut\o8l2y""",2
#ZaX^6r=3E52tj,0
"}@""$s\M3(]o""uu",2
8\o#OaHYpi^>)c,0
j5V*kV3~|L~r04,1
"+'[fN"";(/9BiWM",0
U:ibV~ufsYhp;s,2
y<n}s)0Pd/kW@2,2
ZCQ2:/M2iGLVXF,0
|[Ryb<e]Mw'.7R,1
"}TU^7S%&[FJ,eK",0
`H`.ZEzhz{3`^~,0
!2Zod4u\uv6qsO,2
"1^q,KHZN%<$&>p",1
"S0037L""Fv;X7yg",1
"""~BX%*=&2Z3s!I",0
|9PEyWsj2_&nRV,1
"aL@w8,vISNvR*P",2
e{IbHCPBhoe){v,2
yjd?DVk]!wy^a4,2
LK?!>}3k_>F_at,0
*{.oi@L`dTB/#3,0
m[;{6sS)F~;0xi,1
"s!)G/@""<N4(za\",2
RPH@esK;3%!]ke,2
c?+p.6N4z$Au.L,2
B&Z@H@\WaJM95`,1
C+Bcr?l;%L?W?7,0
A-E6\Z(wZ-<41^,0
}y#+(vdv+')`?.,0
"h'""V&tfCl8=Z)1",1
"""'3s,pv6xQP($B",2
jDa2xZN5mV=\GJ,1
QNQU6X/Erf_wi],1
^y^4mIrZ*hb;ab,2
"W~&m,)""Z7!Q;,d",0
BYU+idqV8QP++%,0
=m)LC3hlchz@/-,2
IE9S;(sk+VY\P:,0
"d`X$.LLb9,N&DR",0
"VA&5,7f,`j.^X1",0
"K:OeBs$"",JW<C3",0
*E;/UhBxk<cav4,2
V|s't>ns0'mJp%,2
fNVeKn6^i6TR9y,2
^neS#&n8;x.dsi,2
]OT@]T\'[6@*Gg,1
"""vMG].+/%{=H#X",0
jMYJv^hO<P$\{c,2
%U@TTTAhVZDfEa,1
<]3>z@j5x&Ij'Y,2
`PC/oVG]~qo8lj,2
"gS.~ZCb,+{adwL",2
h*.%$c]68SVJt`,1
"c&A-X""s!Ws[R]n",1
")oo%T,CM\m)/a1",1
X4`1T9u&N>.^#U,0
c#P{[YVOqgUJ27,0
s+zF%lt-@oZrC{,2
_OqE>m#<TQ&I?\,0
&a3JxZeA5oLxDs,2
"D1x""r+4S9`@l`b",2
c:wWi3H@3<PgR0,2
"[En""+w4ZG5-`gJ",1
7#luNwIL0tVcYv,1
"\e<mq9,}jWY7Iz",2
OlLrj(uu1c<6Fv,2
?X|UGy+/Jf/t%K,0
"]`n04/e0B:,J_W",0
@B+:mihClLFkjn,2
!{i)-mnn[>@Ns},2
7ru!.1fUdF2x?H,2
4=k2o{SwH](X@s,2
Ze.-en:k&-(*`O,1
/@?9]HzB+BK.'k,1
_Ujz8P8T%9c=/5,1
O.[K\M\AVOnfkX,0
`Ei`8i8sQj|zYU,2
-o;6StD%Uyc9zG,2
|BNr%J'7Qgg6xh,2
"p{[=d~Y25^[Q""e",1
h:hMX>DsQtL\kg,2
"]-,8,,Fa?mTI{5",0
%r[h!f0^L&>Q)-,1
5IA/zZ;.d4&r<`,1
!i=Z'+'/_t.Umn,1
"WG'.[|`=b1c,Z;",0
"I}x9""D5zo.>D:9",1
`x~p@\U7v8yszT,2
XKlE\oX@bGMVuj,2
hyslnN;U[WGa+D,2
eyN2eP}O^g\_5Q,1
:gzGVK^:C^6/.U,0
%l$r3P@R$Zw:'7,2
%V+8C=hR#c]`w9,0
Yrnno'I^^YonVd,2
\4?X(&`p#l'g+1,0
@knYU%x.E+~U.g,2
<Bve}j}4APtbB!,2
Y5[Nh2B<<%o{P),0
Bd!b3dp]xvji+9,2
+Pok!Hfo\Pj;F?,2
N~f!|A{JUL)3in,0
6s4Z8lJ8}ct#~p,1
"*>^v""4zAe.\ZP{",0
"0]n;v$2,nd=ke#",2
B})=zTBZDxb_IF,0
kA+8Af<Zf!!X\m,1
mHka3EawP.dVn],2
:%<:W]h>7k!i4c,1
:Y><!vHlsC|8$5,1
.ih|Vzm#(%NyR.,0
=Ax*v:2w](+59f,2
dY.Jx==jJJx0vI,2
",w>O#P&T*jOI_t",0
MK<0T\<JNMOz]L,0
Wp7p[GWENb9%DB,0
i!t_v`kH/acvR!,2
:$H$dBClJYq2#G,0
u2hw+)Gu-Xg[%d,2
;s3s&k`^mF@yji,2
475!j2n)}\5.>x,1
yw)!}~jP=$E3R1,1
60Ez3/ym~vo9m2,2
}(]7)&wrz@GX'l,2
"Pc46{wZ%2V;%e""",1
D7XQ(3#tzG3|Qr,0
"{>WgP_~g,XP[5V",0
2?oz67}S%9OZA8/,0
(L%hmPoksQ&yghJ,2
R)OHGnG+oja@}cg,2
vPAyWOJBl6rp0{-,2
Ppn*Sc>BZ~6ix)b,2
aUj7E>HxyYrBnEu,2
#Fy%1BYMt)FhG.L,0
4c_HlKrIs26b_Cn,2
F$z/Hu}s<k!N!4$,2
Olz_'f-v8a0;B'6,2
cVseju>hn(F&;cC,2
"Aww-zUK;""*(g/JZ",1
Xfxx9Od0|fdjS2:,2
"7u.@+""nzV0F+X?g",2
xcCL~ylc%$RQFWA,2
7!vJK'MEnIz]~(A,0
"%i?B,F{XlJoNr!T",1
^}YoA@/&cIs^6ex,2
"@Xpz""pFo!Ic<SpX",2
"t|3dkHy,(d6bbZB",2
.>^qf~QX*muZ^4(,1
HG!zk9UN:(lbC4>,1
"VA_5|`QCYb^)NC""",0
"a,VEMEF\-UP/&+4",0
xh:A0m0y=Fy'Se.,2
"F,2f4Ro?U=]NCa'",0
"y=,ciVqiyR{__3>",2
6RRKs!PC/EV25#},0
5}~dWRh^8K_[7+U,0
qxE8xllXX(ao&lX,2
!;u\<~p1k~@K[#',0
X:}!0$l#qxJVvIP,0
#rI0v@ZYLF{im`4,0
b+|~F.\<hf]lPfa,2
"ub@""&nriKJi<?m<",2
%<KV;kqWI?J\ihD,1
",\S#F$CTf^P)mr4",0
"f.&|41-wHcld{,g",2
F'~&9}0&FN2|V;>,0
"hAD>ds{K<+^a""Ng",1
Q.V|yCL:3'cLzMx,1
"y\55I*EuRX_I=S""",0
"yK,RE(Po>^Ut0$g",2
jk;1;z5tTx/UtBh,2
/\gKk(.[X6[;>Kx,0
L.O*_O@G~OF%*3;,0
uVqVD(.|0ZVCet>,1
TGwmmajo>'DA%\%,2
z&wpojPqaKgJpwT,2
R#)(#W6'}eeImTk,0
"NB2E/n1,|K*e6u8",1
q4)r`&Q;e=yi)1=,2
%RXkzg1hQNOrZXM,1
HAF@BgN&[LIBS(S,0
)DyG&JUiK\O5Tde,1
5F4m[b.F@_w6y7f,2
`9XJd1B-)M/xw9@,2
vNU(%lNa~/bOknY,2
PG7bQOOhE1wOcnV,1
cnE]lPWAO8d!.jR,1
(z4]G(.ayN?JfqG,2
GjI{VQbRK_h{<o>,1
[henMi%l}o0QW=@,2
n^[F+!4]$Q}{-6t,1
(/RRKZI@k1ZQ9kr,1
TE$y:;Hj9/$k+Kk,2
A3Oi|-PC8W<(6+/,0
]kPWM|E^3&H+<[=,0
Tk\O\/jPL:{4{OR,0
y\=uw7.)V(a-|ta,2
#k=CP'4Ufj0o`:7,0
",<AxN\%\Vc^Umq_",1
[-[S)Gl/4#94vz9,0
4rs~OPwm{5hXp-*,2
9#GT9ewX>|GP^J1,0
:2gVOb9'0Bba|*(,1
"L*y!""owOaih2LA%",2
)2]gD:G''kjK{'S,0
~qxD#a<q|7Sp`=Y,0
;Wgvg5bUHV-8und,2
?sfIw[9'@7eHK5I,2
V|jA)9%;Z>(.6lU,0
"y#Y6{k{6,(S6TQJ",0
4Jw<&\=b1G~5[o>,1
%ioy.SF~RlL'OmJ,1
B40U|c`Aj7l9m<*,1
k5SG?D2k'Iu5e.7,1
xjB5rdm{*;HD7xP,2
TY:2x^0?%ZB%79{,0
|iwq[@)q!p)ef}n,2
j1dtH0V1Tf8v^R0,2
"NZ4$f,Cq@s(^CP]",2
D'R<[y?IdDxBCwh,1
H1@{H<R!s+_kiC8,1
@)]H:E;K7d9(Cm0,1
}{@kW<NP2q;*gR4,1
"LfByUL6~39@""z<6",2
"/I;vkbQi,^HejS:",2
}OqIu/~V<&%'}j&,0
l2]uU>G2HxKM&l6,1
"=,)x\YSEr|2(FnO",0
"PAx|n,S!${?Q9IA",0
W+}:8wb-anw=FI@,2
YSGy5XG^QEoeChK,1
4sq(1>NVU*c}D2$,1
J)`B&+D}gIR*%)6,0
/BGwSpFI;?sWo1@,2
u@X|-]M-Sx0&PCW,0
"d""mcU%f1'DfD@yq",2
77rLkq#e'`\-s'j,1
n{=XzV:A$a[cxjB,2
[Wi@Afxb.IW*d=S,2
IT^Cd`x@N*BH0=^,0
kCaq.f<xRU2ix04,2
F=f$r-\=E/q*6Cf,2
&lN{lAEuX`be$T|,2
04D!)ek?ZqvqI[@,2
nF<7APIDk=z=)Rg,1
69y.;u7!2dh{H9#,0
zKOXt|Rw/N8&>Tr,1
qh43\}5bf&:yTmu,2
K;5v_acj=)M$=~Z,2
"0$5,!ao@HpU6{n&",2
"d[5#]""Z@6Nuj7AD",0
zc3Mbe]CCdtN'KX,2
r0]}nVyk-}znae/,2
FD1{kxqA_h]Q7r},2
]_9Vf(6Taft=TZ{,1
Jz{|cbF2QYiJ<eg,2
tEf];'Lh'y9&%#A,0
()7YF7}h&m$~Zgt,2
@nHEEUqm7><\=Ux,2
?b&5=Zu/ECFP&c(,0
*q2Y`c46xdz/QQ5,2
v7DX#YDyj*nZrZW,0
|)8uda?W7)[v|#p,0
",;dLi3eW~""ieWry",2
"I?mK""B]Rtu""`3md",2
SHCo7!3|B.ct?-/,0
"3Z>;B>vI""NPH=5H",0
x'@0[zvg_AlH^.O,2
7pG?e.TvA2gw?2',2
">)6kb,Itkv=q""I]",2
"[xH`x^""v:0b&H5S",1
[IPz8cMYZe2?8E?,0
?[K*{&?eWiW5j~3,1
`4[Uc#YS<2$Pe-d,0
"Q2b|,GlHxFr*60:",1
uZ[L=(tvP-\.P&1,0
Xh@Z+M`Kb/gWmrL,2
8^a7l/aq!@:HZz:,2
X3<57.F(R`&E.A$,0
%g'm70#_tCFpDVe,0
"3'hmSo!JrTwj,:D",2
"U,H8q{%@Ra!Mj|u",2
%9?f'1mp[|z\%9+,2
^=a8HvhrYtkk=AF,2
"S*[_x4\{vRs1v""D",1
hb_Q=<v@uy|UC:X,2
YvIfml3T~:(mIE@,2
?R$JMVt[T+K#]qA,0
"L%2S~_j}%v_""Pie",1
e%i+|;>#zwt-@Ft,2
"K1""fq`%m)sZT:>[",1
3/Q38t47_)^X=EU,0
gL)?s{v&CROKlRc,1
"4"";n!?)(wP,@QS{",1
\OK}dt~L9R~s~qP,1
"GqR,Gg@bImlY122",2
t9'EV'xLydltL7`,2
Ibfd?|>oh(aa@w<,2
-9)A}!+pLtcn6YH,1
"|I!lmER1<&,TNs#",0
9s1vmvERYX?~1#i,0
&]cy8^Gs2E=bj(U,2
"zxdO8nFP;g,@@~g",2
H|@]Okv8&YqIy7z,2
{L^hD}<wDDj{Qjv,1
#:fSd<(&^{\-qa},0
"cPq<=&""I`TjgJ#C",0
"n|_u9JFCnC\n=""1",1
(]o|nwRZF3*qK6?,1
>YKv.Lj2SqgsM7S,2
g/k]apv]HKPnM!3,2
EW$tTu~ZZign<;i,2
gJkYD)h'3PBOV(>,0
%/N^72M:%UwpCW3,0
-j;/Q43Q|K.q)7O,0
}-RbNPHM^O$R?Hc,0
][<X1HYVmm&=`/L,0
"%{#1_""p<!@)aq_R",0
IHQVPy;N{@oV*$G,1
":kVZ},\wgSsp1<f",2
"xoH0),g6d_6hz;B",2
"n{FBQI&""NwCsi!%",1
"Lq;!])d20+h<[*""",1
h:'/NTb7rGqn}T>,2
C3>~8Cv(}muSsJ#,0
",Dy&vJo8']cr_Lg",2
IDSs1I^h{3*L7s{,1
4ww:E-fz2Yh7}kZ,2
ZXP:hQ^RZ|K`A!d,0
9<5d8-x**'crX00,2
R[!jjyC*+:/E'PI,0
Wl|1W3(F'#L<wk{,0
"9nAYO{y,#L3JuI>",0
by=@C`R*8]sLXd:,2
*V<miW9m=cCjta9,2
":#a3a'j.,JqQ4^Z",0
"9Zkrt9,zI/qPMnh",2
;Jgk6]f%6qZ=<8g,2
G$>F#k^D`%>Dl3L,0
"IsQJmS*jTq1{""~k",1
"mxDW~""{IYcu$1}j",2
"5wZ11~FUu&""2xZ6",1
zPR=h%6W:K!g|^G,0
"P^15pNv[,r0.|cT",1
*YI):ie=^$pvk-T,2
":LHnYE[gOe""|!H&",0
|v$*!me6Y[`4G/C,1
"1mw6i+m&CpG,BP9",2
3'W41T=x5pXRco],1
cWnPab~<0Oc8q%E,2
jLuC?$byLoEUT+[,2
ZeOs~061pxar3_|,2
}JT^q6$hjuEdz@9,2
b]x5sTob?Q6|b-7,2
$hs1d4Kd~$wnH}W,2
DUs+6h5N\Y+5vHn,1
"v@Z]+:CPBM0}z""s",1
R~U:?T^@nL7X{7[,0
-qDzuRz*jrm:Stf,2
g3*{7~%my+`ksQ^,2
7km(I1KIG/xa10{,1
?X*OlKZCR;qu7[H,0
p^PeGIZ5D($*xb7,2
b|td3+gN]l-\Y-<,2
[L%8%EHtO`]m?>k,0
"""QP<Qa%_T""Z\+iJ",0
FHE2v*F+J=u|)<9,0
5%qNaTp\m}rI4%T,2
"\SH?t&KshQ4WP0""",0
>UX?.;0/nl=sH4d,1
")BoYY)d,CKQMc!M",0
!2*=h0Ry<.:{hw),1
NY@6!N\(n'FVG%U,0
}Os6AOKM>!nEOKp,0
Et.(X/XX{FA?hMI,0
4d.?Nd$U_s*.x%8,2
W%83SH\s?ukjw#9,0
Tam#M$mwP^@)mdj,2
>9~'/4A)fG2ih)V,1
cSdZ]V2sC$lltit,2
5D+EEg^!i5]}qK~,0
6MeH#sa3KGxdFc|,1
wxeBi{yED#|?%e[,0
N}M@20^Q]6tB?OO,0
"""~5([CbHhgq{mL'",2
@2psgjDR2M=s@(O,2
"vR~qIMzL`PE,DP;",0
"zl{d+,e,UGUn4}X",2
O<BsXJ!$:K5I;Ht,0
bW(~--:lF$EmlUd,2
'wX;zZ!].%>_u=F,0
Xu7jj2}-{sO3+)&,1
r]4eh__slV>`v}m,2
w*Zv5gL*MJL)?]T,0
^v6^yp=~aIC44j),2
Oio6Cl>0@00k[uI,2
o~C0v<9|'BoE#Si,0
`eGgmG~NG_7&Et!,1
MLXe>d2^1XX}@Io,1
Ov7I.[#tzFbpzD:,1
$(8wn=^Dgv4+wDR,2
"wE/Tth5FzDYG""i%",1
"ACOZQg+,&cafK'K",1
KXi)/1MbBix:y;w,2
it;JYB=+6w\'t!u,2
}!f;o#O}AHri&\4,0
4u8w_lnpW{Yk'm0,2
wB'):i^aZAH{E>[,0
I?BFeILb/RP~b>k,1
';~D#T5-P`[<.Mu,0
tMz~I@3-AYYlK.f,2
"f9j8y)0}""X'hDpT",2
>C0]H'YZsUlNv%k,1
{#J7*:OG@sI-QME,0
"9,;x3U07qxl?UH8",2
"7g][|4,6'ORlC.P",0
"}v""Pp/zcCa!eQYW",2
cNc+gu553Q\s+9M,2
g!vq9tZ;Vl8T^|H,2
R^j{XqJ>'A?ERzy,1
"gZLG/7+00b,4H37",0
jkm->&'Me!t];bL,2
hesK&!%]K-Q+8T$,1
s7zf\jX?=-W/6YQ,1
hz`0|5v+5;\}klE,2
"YGg!EF5Y$=jO""zK",1
xc/WPFm~Dg5/C!y,1
"+|eT""'&@JWc!P)8",1
[>PR[^>)d(HDl@j,1
"vlmT,>0FWnI^LS,",1
?HnuXW6s$fpx+S?,2
"8EmuHt[Zf[ir?,Q",2
]NWUP#kj41$t+<$,1
o9OiErsqA7&>ZPZ,2
{s[Ur+FAKP7?(4^,0
!\|<C\CH>DgL>6R,0
"F^.py#H&X,r%])L",0
}xt?u1wSMAB->[j,2
KY@2x;(Q&i@98}M,2
;>CQ'm`df:.<`Y',0
"N17i;""II/aCX~X|",0
"EMw9f""efOvuU!>8",2
aRZQK()Wi3FVqkn,1
dae#cSs0Zk&Q2}e,1
PyX\oq<N@}iw75w,2
"g]uYV9)^f{`""s8@",2
